raw_text,aspectTerm,predicted_sentiment,inference_time
Seasonal taste is very nice restaurant. Food was good.Mr.Rubel and Clinton give excellent service. We are come back.,"Seasonal taste, Food, service","positive, positive, positive",0.7246479988098145
"I want to thank a lot mr Rubel for the warm welcoming and the cery good service during our stay at the restaurant, wish to come back soon",service,positive,0.24754738807678223
"Great test, organised food! Delicious!service was excellent Mr.Rubel Clinton and Rofiq give us excellent service.","test, food, service","positive, positive, positive",0.7589459419250488
Had a dinner with colleagues and the quality and variety was good. The ambiance was good. Thanks falguni for service,"dinner, quality, ambiance, service","positive, positive, positive, positive",1.0309648513793945
Food was very delicious Seasonal tastes buffet dinner Special menu theam to night today I am really happy Special care for us sagor All food was delicious All stuff very friendly mr rofiq care Jonny thanks everyone,"Food, Seasonal tastes buffet dinner Special menu, stuff","positive, positive, positive",0.7500553131103516
Outstanding service and excellent dinner. Service us Rubel and jony . There was special care of us. We are very happy 😊.,"Service, dinner, Service","positive, positive, positive",0.761012077331543
"Food was good, so was the environment. Enjoyed quality time with family. Mr Rubel,Rofiq and clinton was very good.","Food, environment","positive, positive",0.495863676071167
Came for lunch at seasonal tastes.Food was comparatively good but could be better.I feel they could add more items for the mains. Other than that food was quite good. Kee up the good work! Thanks falguni,"Food, mains","positive, negative",0.46292829513549805
Wonderful staff specially Falguni and Rajib and his team served professionally. Thanks and would love to visit again,"staff, served","positive, positive",0.4897923469543457
"Had a great experience at the seasonal tastes today. Food was delicious with numerous good options, the environment was cheerful and the staff were extremely friendly and courteous. Overall, fantastic place to go to.","Food, environment, staff","positive, positive, positive",0.7281665802001953
"Atmosphere was nice, food was remarkable, service was astounding every food was mouthwatering. Highly recomanded. Come again and thanks to falguni and rafiq","Atmosphere, food, service, food","positive, positive, positive, positive",0.9964816570281982
"Just wow , amazing food with variety and staffs are cordial. Dessert section was mouthwatering. We will be back big thanks Rafiq and falguni","food, staffs, dessert section","positive, positive, positive",0.7464015483856201
This was excellent. One of a kind experience. Food 10/10. Mr. Rafiq and falguni was particularly helpful. Highly recommend this restaurant.,"Food, Mr. Rafiq, falguni","positive, positive, positive",0.730055570602417
It was very good food . We enjoyed it . Specially thanks to falguni and jony. The food was mouthwatering. Highly recommended and come again,"food, food","positive, positive",0.5197257995605469
Very good dinner and kind staff falguni was really helpful and very knowledgeable. Very good food. Highly recommended,"dinner, staff, food","positive, positive, positive",0.7610642910003662
It was really good environment and food was so delicious. Falguni and joy taking care us. Highly recommended. Come again soon,"environment, food","positive, positive",0.5083050727844238
Excellent service and food. The stuffs are amazing. highly recommended. Will visit again soon. Thanks to falguni,"service, food, stuffs","positive, positive, positive",0.736384391784668
Such a Nice experience to have lunch at seasonal taste. Most of items are delicious. Specially dessert items. Mr. Krishna is very helpful server. Hrs take care of us lots. Thanks to mr. Krishna for all assistance...,"lunch, items, dessert items, server, hrs","positive, positive, positive, positive, positive",1.22076416015625
"It's been such pleasure to be able to enjoy their 140 + dinner items with an excellent quality service. Lots of delicious foods , desert etc here to enjoy. I recommend everyone try it out . One of the best 5 star 🌟 restaurant in...More","dinner items, service, foods, desert","positive, positive, positive, positive",0.9859342575073242
Such a great experience at lunch in seasonal taste. We enjoyed very much with the food specially grilled items. Mr Krishna is very helpful. He guide us about food selections. All service people are friendly.,"food, service people, food selections","positive, positive, positive",0.751671314239502
It’s a great place for lunch with family. Krishna was our server and he made sure we had the best table and also reminded us to get some of the fuchka and the grilled shrimp that were all really tasty. 10/10,"table, fuchka, grilled shrimp, server","positive, positive, positive, positive",1.011498212814331
"The food was really great, especially the dessert table. The staff were also very helpful especially at the live kitchen! Krishna was our server and made sure we had a great experience. Totally recommend!","food, dessert table, staff, server, live kitchen","positive, positive, positive, positive, positive",1.2159960269927979
"It was a lovely experience to have a Lunch in seasonal tease restaurant. Food quality was very good, service people are very friendly. Specifically Krishna assist us regarding food selection. Thanks all of you.","Lunch, Food quality, service, food selection","positive, positive, positive, positive",0.9640302658081055
